workload,workload_type,workload_size,workload_spread,workload_extra,description,algorithm,frames,page_faults,total_accesses,fault_rate_pct
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",LFU,32,87576,100000,87.576
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,4,98703,100000,98.703
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,8,97393,100000,97.393
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,16,94794,100000,94.794
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Clock,32,89469,100000,89.469
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Random,4,98655,100000,98.655
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Random,8,97399,100000,97.399
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Random,16,94810,100000,94.81
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Random,32,89788,100000,89.788
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Otimo,4,89462,100000,89.462
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Otimo,8,82378,100000,82.378
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Otimo,16,73133,100000,73.133
localidade_grande_amplo_ws40,localidade,grande,amplo,ws40,"Localidade moderada (80% hot) | Grande, WS grande (100k refs, 500 pags, WS=40%)",Otimo,32,61055,100000,61.055
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",FIFO,4,1840,2000,92.0
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",FIFO,8,1693,2000,84.65
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",FIFO,16,1347,2000,67.35
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",FIFO,32,762,2000,38.1
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",LRU,4,1841,2000,92.05
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",LRU,8,1686,2000,84.3
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",LRU,16,1384,2000,69.2
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",LRU,32,778,2000,38.9
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",LFU,4,1936,2000,96.8
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",LFU,8,1887,2000,94.35
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",LFU,16,1814,2000,90.7
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",LFU,32,1665,2000,83.25
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Clock,4,1839,2000,91.95
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Clock,8,1688,2000,84.4
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Clock,16,1359,2000,67.95
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Clock,32,765,2000,38.25
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Random,4,1842,2000,92.1
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Random,8,1678,2000,83.9
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Random,16,1369,2000,68.45
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Random,32,828,2000,41.4
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Otimo,4,1469,2000,73.45
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Otimo,8,1149,2000,57.45
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Otimo,16,786,2000,39.3
fases_pequeno_medio_f4,fases,pequeno,medio,f4,"Fases de acesso | Pequeno, 4 fases (2k refs, 200 pags)",Otimo,32,390,2000,19.5
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",FIFO,4,1674,2000,83.7
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",FIFO,8,1354,2000,67.7
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",FIFO,16,732,2000,36.6
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",FIFO,32,50,2000,2.5
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",LRU,4,1673,2000,83.65
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",LRU,8,1370,2000,68.5
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",LRU,16,740,2000,37.0
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",LRU,32,50,2000,2.5
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",LFU,4,1793,2000,89.65
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",LFU,8,1642,2000,82.1
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",LFU,16,1316,2000,65.8
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",LFU,32,741,2000,37.05
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Clock,4,1675,2000,83.75
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Clock,8,1359,2000,67.95
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Clock,16,732,2000,36.6
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Clock,32,50,2000,2.5
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Random,4,1674,2000,83.7
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Random,8,1366,2000,68.3
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Random,16,730,2000,36.5
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Random,32,71,2000,3.55
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Otimo,4,1214,2000,60.7
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Otimo,8,783,2000,39.15
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Otimo,16,315,2000,15.75
fases_pequeno_restrito_f2,fases,pequeno,restrito,f2,"Fases de acesso | Pequeno, 2 fases (2k refs, 50 pags)",Otimo,32,50,2000,2.5
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",FIFO,4,9928,10000,99.28
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",FIFO,8,9829,10000,98.29
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",FIFO,16,9683,10000,96.83
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",FIFO,32,9365,10000,93.65
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",LRU,4,9927,10000,99.27
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",LRU,8,9828,10000,98.28
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",LRU,16,9678,10000,96.78
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",LRU,32,9360,10000,93.6
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",LFU,4,9970,10000,99.7
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",LFU,8,9947,10000,99.47
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",LFU,16,9902,10000,99.02
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",LFU,32,9829,10000,98.29
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Clock,4,9928,10000,99.28
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Clock,8,9828,10000,98.28
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Clock,16,9681,10000,96.81
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Clock,32,9363,10000,93.63
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Random,4,9934,10000,99.34
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Random,8,9827,10000,98.27
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Random,16,9690,10000,96.9
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Random,32,9340,10000,93.4
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Otimo,4,9188,10000,91.88
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Otimo,8,8630,10000,86.3
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Otimo,16,7914,10000,79.14
fases_medio_enorme_f4,fases,medio,enorme,f4,"Fases de acesso | Medio, 4 fases, universo enorme (10k refs, 2000 pags)",Otimo,32,6975,10000,69.75
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",FIFO,4,9201,10000,92.01
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",FIFO,8,8407,10000,84.07
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",FIFO,16,6814,10000,68.14
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",FIFO,32,3689,10000,36.89
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",LRU,4,9214,10000,92.14
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",LRU,8,8418,10000,84.18
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",LRU,16,6811,10000,68.11
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",LRU,32,3678,10000,36.78
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",LFU,4,9667,10000,96.67
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",LFU,8,9462,10000,94.62
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",LFU,16,9091,10000,90.91
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",LFU,32,8348,10000,83.48
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Clock,4,9199,10000,91.99
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Clock,8,8402,10000,84.02
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Clock,16,6809,10000,68.09
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Clock,32,3682,10000,36.82
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Random,4,9255,10000,92.55
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Random,8,8418,10000,84.18
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Random,16,6810,10000,68.1
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Random,32,3734,10000,37.34
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Otimo,4,7328,10000,73.28
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Otimo,8,5707,10000,57.07
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Otimo,16,3703,10000,37.03
fases_medio_medio_f4,fases,medio,medio,f4,"Fases de acesso | Medio, 4 fases (10k refs, 200 pags)",Otimo,32,1450,10000,14.5
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",FIFO,4,8330,10000,83.3
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",FIFO,8,6695,10000,66.95
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",FIFO,16,3590,10000,35.9
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",FIFO,32,50,10000,0.5
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",LRU,4,8329,10000,83.29
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",LRU,8,6735,10000,67.35
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",LRU,16,3553,10000,35.53
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",LRU,32,50,10000,0.5
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",LFU,4,9024,10000,90.24
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",LFU,8,8208,10000,82.08
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",LFU,16,6642,10000,66.42
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",LFU,32,3643,10000,36.43
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Clock,4,8323,10000,83.23
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Clock,8,6709,10000,67.09
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Clock,16,3540,10000,35.4
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Clock,32,50,10000,0.5
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Random,4,8367,10000,83.67
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Random,8,6738,10000,67.38
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Random,16,3542,10000,35.42
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Random,32,71,10000,0.71
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Otimo,4,6075,10000,60.75
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Otimo,8,3890,10000,38.9
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Otimo,16,1463,10000,14.63
fases_medio_restrito_f2,fases,medio,restrito,f2,"Fases de acesso | Medio, 2 fases (10k refs, 50 pags)",Otimo,32,50,10000,0.5
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",FIFO,4,9349,10000,93.49
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",FIFO,8,8717,10000,87.17
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",FIFO,16,7397,10000,73.97
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",FIFO,32,4883,10000,48.83
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",LRU,4,9354,10000,93.54
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",LRU,8,8716,10000,87.16
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",LRU,16,7435,10000,74.35
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",LRU,32,4913,10000,49.13
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",LFU,4,9782,10000,97.82
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",LFU,8,9702,10000,97.02
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",LFU,16,9544,10000,95.44
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",LFU,32,9237,10000,92.37
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Clock,4,9350,10000,93.5
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Clock,8,8707,10000,87.07
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Clock,16,7408,10000,74.08
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Clock,32,4889,10000,48.89
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Random,4,9318,10000,93.18
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Random,8,8714,10000,87.14
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Random,16,7434,10000,74.34
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Random,32,5002,10000,50.02
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Otimo,4,7610,10000,76.1
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Otimo,8,6143,10000,61.43
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Otimo,16,4351,10000,43.51
fases_medio_amplo_f8,fases,medio,amplo,f8,"Fases de acesso | Medio, 8 fases, universo amplo (10k refs, 500 pags)",Otimo,32,2263,10000,22.63
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",FIFO,4,98403,100000,98.403
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",FIFO,8,96823,100000,96.823
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",FIFO,16,93590,100000,93.59
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",FIFO,32,87240,100000,87.24
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",LRU,4,98400,100000,98.4
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",LRU,8,96810,100000,96.81
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",LRU,16,93571,100000,93.571
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",LRU,32,87295,100000,87.295
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",LFU,4,99422,100000,99.422
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",LFU,8,99211,100000,99.211
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",LFU,16,98806,100000,98.806
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",LFU,32,98016,100000,98.016
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",Clock,4,98399,100000,98.399
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",Clock,8,96813,100000,96.813
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",Clock,16,93576,100000,93.576
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",Clock,32,87277,100000,87.277
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",Random,4,98401,100000,98.401
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",Random,8,96826,100000,96.826
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",Random,16,93581,100000,93.581
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",Random,32,87267,100000,87.267
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",Otimo,4,88375,100000,88.375
fases_grande_enorme_f8,fases,grande,enorme,f8,"Fases de acesso | Grande, 8 fases, universo enorme (100k refs, 2000 pags)",Otimo,8,80639,100000,80.639
